"customerid","personid","storeid","territoryid","rowguid","modifieddate"
23048,2577,,6,c32e96f3-a8ef-4180-bd79-423971ee33ea,2014-09-12 11:15:07.263
23049,15051,,1,"08ec0b90-983e-471a-a19a-13812b74fb94",2014-09-12 11:15:07.263
23050,17503,,1,"03507b09-8a2b-4279-901a-15ce0e854149",2014-09-12 11:15:07.263
23051,16817,,1,"6de15263-c023-4ce3-9f8b-0f0e18efd1d3",2014-09-12 11:15:07.263
23052,15840,,4,"569322e9-7000-4496-acbe-095625394d06",2014-09-12 11:15:07.263
23053,3628,,1,e78ccb63-ac24-420c-8df3-e91ae9a63a2b,2014-09-12 11:15:07.263
23054,17915,,1,"6e59658e-7741-49b5-b801-b1a99ebe4082",2014-09-12 11:15:07.263
23055,13992,,1,"62750140-863c-41bc-be89-16ead6c1182d",2014-09-12 11:15:07.263
23056,20191,,4,"2a4a456e-29e2-42e0-ba4b-baec0321e2df",2014-09-12 11:15:07.263
23057,8465,,6,"15b18dc3-f53b-4dae-9d33-85d11700bb60",2014-09-12 11:15:07.263
23058,8916,,4,f9ab7115-0d14-4ec4-983a-7588cd891c47,2014-09-12 11:15:07.263
23059,13136,,1,"550c90cd-5c98-4b5e-a4df-8202dc3ffa30",2014-09-12 11:15:07.263
23060,2561,,4,"8a59e126-49af-4c18-8db2-eb9fede71ab0",2014-09-12 11:15:07.263
23061,14278,,4,"2b19278d-676b-4e8b-932c-f8b381b80b8b",2014-09-12 11:15:07.263
23062,2686,,1,"0da09e60-c1f3-4f00-a52a-c668006e8402",2014-09-12 11:15:07.263
23063,11101,,4,eeed4d1b-617b-4361-b9e4-14df8fe28726,2014-09-12 11:15:07.263
23064,18190,,1,dd22679a-0f4e-4074-af72-256531069253,2014-09-12 11:15:07.263
23065,20267,,1,df5eb062-56c9-4fd2-bfc0-5732a23f749c,2014-09-12 11:15:07.263
23066,6283,,4,e5f2828c-bcf5-424a-84e5-0efa672b0ac4,2014-09-12 11:15:07.263
23067,12125,,4,"7e44b833-ad36-4086-bf61-9593a7b25f0c",2014-09-12 11:15:07.263
23068,6591,,4,"3074a7ef-6e04-428e-af82-cbda39362de0",2014-09-12 11:15:07.263
23069,3642,,4,a6f9c2a2-90df-4da7-9fe3-19011f244d4a,2014-09-12 11:15:07.263
23070,11292,,6,c2ff2d40-5b68-468c-b8a9-cece99c480f4,2014-09-12 11:15:07.263
23071,3440,,4,f1f44d1f-277b-4b5e-b26a-c24f28171746,2014-09-12 11:15:07.263
23072,3339,,1,"2a4e7674-29d4-454d-9f34-2c330fc352bb",2014-09-12 11:15:07.263
23073,6218,,1,f7754461-d601-4cde-a480-712658421874,2014-09-12 11:15:07.263
23074,19154,,6,"96f69d64-041e-4ab5-9817-47abfbc7784a",2014-09-12 11:15:07.263
23075,9924,,4,bab9afd4-1323-49fb-adda-b9aff697cb59,2014-09-12 11:15:07.263
23076,14145,,4,a75f97ee-4b73-42de-9a97-eb621c4efdae,2014-09-12 11:15:07.263
23077,6887,,9,"0396c4b0-f9a6-4a72-93ba-21d2fcb814b4",2014-09-12 11:15:07.263
23078,6992,,9,"7b7aadac-0fc7-4b11-831e-069b6ed46d13",2014-09-12 11:15:07.263
23079,1715,,9,"70c54c06-3964-4cc9-8250-36a3b36be1bb",2014-09-12 11:15:07.263
23080,7224,,4,"463ad03e-3c34-4d9a-af82-8a241dddcd2d",2014-09-12 11:15:07.263
23081,6902,,4,df551dd3-6321-4412-81e9-1a71d6fbf12e,2014-09-12 11:15:07.263
23082,17684,,4,a95edb9b-35ee-4073-8552-795972bf9e81,2014-09-12 11:15:07.263
23083,17734,,6,c02abbcb-c022-400a-a146-9032bed36a03,2014-09-12 11:15:07.263
23084,6237,,6,db2a5e29-4d29-4b77-a82e-46a3d0b1efe8,2014-09-12 11:15:07.263
23085,11770,,9,fd3bbb69-cde9-4781-9f89-16a76825c5a6,2014-09-12 11:15:07.263
23086,16421,,9,"40c57d71-3bc9-4f4a-87ed-d629b34e69ef",2014-09-12 11:15:07.263
23087,4105,,9,ae10d54e-9546-493b-8e16-f44b8917462e,2014-09-12 11:15:07.263
23088,18124,,1,"6c5e5c28-74eb-4246-a332-f74db525cb7c",2014-09-12 11:15:07.263
23089,4808,,1,c89c6e10-714f-4249-b252-5596a7ae89b1,2014-09-12 11:15:07.263
23090,18262,,1,ca889e11-6aba-40c7-b32a-38fd2fee4c68,2014-09-12 11:15:07.263
23091,14445,,4,a127563d-ea67-443e-9d62-43c40cdf67bf,2014-09-12 11:15:07.263
23092,3324,,4,bee46340-cccf-424d-b41e-f9bea156d552,2014-09-12 11:15:07.263
23093,15538,,4,"2ce48ca2-3edc-4096-9c06-b2790c9c28c7",2014-09-12 11:15:07.263
23094,10014,,9,e931ebb1-69ac-4db3-96a8-5a5f12ae9f95,2014-09-12 11:15:07.263
23095,11834,,9,"0ceed93a-2ba2-4bbd-a5ee-2757140bc51b",2014-09-12 11:15:07.263
23096,7771,,9,"329a5f03-94ae-4278-b590-096f7d25de50",2014-09-12 11:15:07.263
23097,17199,,9,"6ac121a2-1481-44a6-9074-d43ed9debf56",2014-09-12 11:15:07.263
23098,11736,,9,"06eaff19-44dc-47be-9e90-9d0560077f75",2014-09-12 11:15:07.263
23099,9613,,9,"1e8a1737-93f6-4934-94d7-88a0f052d339",2014-09-12 11:15:07.263
23100,11412,,9,"0d8f3af4-e13a-40ae-af18-ac6414cb2350",2014-09-12 11:15:07.263
23101,11600,,9,"458f625a-2f42-4abb-8ae7-b289417cb766",2014-09-12 11:15:07.263
23102,11581,,9,"5ddce427-cf1e-44bf-8e85-c2403feb2c26",2014-09-12 11:15:07.263
23103,20428,,9,"5209d707-704c-4cba-bfad-a6d435aada3c",2014-09-12 11:15:07.263
23104,7514,,9,ed34d709-4cea-46c3-a079-ce4d41838992,2014-09-12 11:15:07.263
23105,5153,,9,eda53638-6957-46bc-b415-9980616d706a,2014-09-12 11:15:07.263
23106,19910,,9,"1c6c33ee-abd4-4393-b07e-f58719f46e23",2014-09-12 11:15:07.263
23107,8396,,9,"22daadc4-ce2b-4049-9fa7-1a7c944e93b7",2014-09-12 11:15:07.263
23108,10593,,1,d5f2be26-7617-40b5-aa0c-c2503b006e73,2014-09-12 11:15:07.263
23109,19049,,1,"195ad0fb-50b0-40d6-bb99-ef5d8b367dbb",2014-09-12 11:15:07.263
23110,9850,,4,"6f354bc8-8275-4b7b-bb6d-df05bb96e91c",2014-09-12 11:15:07.263
23111,10584,,4,"7a318449-8dfd-4daf-8ac4-d4867ce9acf3",2014-09-12 11:15:07.263
23112,6369,,4,ead1c099-0221-44d4-b00a-dd9e56c67d97,2014-09-12 11:15:07.263
23113,5894,,6,afe586b9-6773-45f1-9f73-9af9855919b3,2014-09-12 11:15:07.263
23114,6792,,6,"5adb136d-a39a-4eb4-9179-8ee7a47dad12",2014-09-12 11:15:07.263
23115,9882,,4,d5636bc3-5727-4728-a84f-04b069c7af23,2014-09-12 11:15:07.263
23116,7713,,9,"76123885-3812-4a33-a4b4-8f45f25b67a7",2014-09-12 11:15:07.263
23117,10888,,9,"9bacb211-1cef-433b-92ed-fad6f519881d",2014-09-12 11:15:07.263
23118,13761,,9,f7b6cfe0-b98d-4789-873f-ba822347dbf0,2014-09-12 11:15:07.263
23119,8857,,9,"758bc886-a3cc-4a93-a8a3-6b03bf4de724",2014-09-12 11:15:07.263
23120,13648,,9,"9d8b49c0-7baa-489b-a8ad-14966ba4bec5",2014-09-12 11:15:07.263
23121,14774,,9,c86d3425-f733-4a3f-8388-820064d10b64,2014-09-12 11:15:07.263
23122,12268,,9,bc29310e-24b8-44c2-acdc-14f8d0322c6d,2014-09-12 11:15:07.263
23123,7977,,9,"51a05c59-9142-4b39-bbc8-847527739877",2014-09-12 11:15:07.263
23124,6325,,1,"6beaedb3-ab69-4973-999e-edd30126dbf9",2014-09-12 11:15:07.263
23125,10159,,1,db4cd847-9711-413c-8500-dbb8bc0f7538,2014-09-12 11:15:07.263
23126,9934,,4,"4e1e4512-d48c-4129-a9d7-5ffde8d3c3f5",2014-09-12 11:15:07.263
23127,3429,,4,"41c4b209-ad11-4e7a-b327-44c9f3ea92fc",2014-09-12 11:15:07.263
23128,7005,,9,"556fa055-cbb2-4df4-b6c9-48936b23a9ce",2014-09-12 11:15:07.263
23129,16491,,9,f43f1083-76b8-4f2c-a2ed-0991b1686b52,2014-09-12 11:15:07.263
23130,19070,,4,f1387496-783e-4086-b2ee-b2b1e5dd719a,2014-09-12 11:15:07.263
23131,8194,,1,cef848d4-32ab-46e3-b2d3-b3ff78e6d816,2014-09-12 11:15:07.263
23132,18429,,4,"1ffb8994-2425-4aa8-ae82-1aeb08cbb612",2014-09-12 11:15:07.263
23133,12010,,4,d772074e-143a-47f4-85e8-739b121ff5ce,2014-09-12 11:15:07.263
23134,11552,,6,"97094286-e73f-4172-9218-8fcccfea628b",2014-09-12 11:15:07.263
23135,18538,,4,e92c0729-9105-4f57-985c-a449224858a0,2014-09-12 11:15:07.263
23136,3088,,4,f23bcc81-896a-490a-9ab5-86bd5ac5654f,2014-09-12 11:15:07.263
23137,20277,,6,"03f6c551-39ec-4857-81c7-77898ee1887e",2014-09-12 11:15:07.263
23138,8215,,4,"066c6314-fe8f-4c29-be29-2e0588de1980",2014-09-12 11:15:07.263
23139,6228,,4,"58b2def0-e89d-40b3-8571-1eca7d8b59d9",2014-09-12 11:15:07.263
23140,18644,,1,"62101999-5510-4311-9b0f-8ab267b6a19f",2014-09-12 11:15:07.263
23141,2968,,1,"4ce7f6ae-b870-4af8-89bf-ec29b375e9e4",2014-09-12 11:15:07.263
23142,4835,,1,"3ba9fe5c-8ee9-4a05-8c14-40b3154af4ca",2014-09-12 11:15:07.263
23143,9690,,1,"364f64a0-decb-499b-9236-f1fc4eab3744",2014-09-12 11:15:07.263
23144,7036,,1,"10d0e10e-27ff-4880-bf4d-cfe33eb162a9",2014-09-12 11:15:07.263
23145,16587,,4,"0141dde7-50d7-43c2-9caa-52f51bd33b88",2014-09-12 11:15:07.263
23146,12489,,4,"760a7fd3-efd5-4168-9601-945e7bc51663",2014-09-12 11:15:07.263
23147,3752,,4,f5961b84-a240-4b87-ab04-6d6107258501,2014-09-12 11:15:07.263
23148,5934,,1,a6ff05e5-4477-4392-8d39-bbab9e9cb101,2014-09-12 11:15:07.263
23149,18504,,4,"1311ed9c-19f7-47ed-9b3d-4fd61d406c31",2014-09-12 11:15:07.263
23150,10946,,4,"2182f6df-a39c-4d46-8fd8-5ffd759dc912",2014-09-12 11:15:07.263
23151,18720,,1,"95120ac2-f956-4999-ab5b-c752ff3081c9",2014-09-12 11:15:07.263
23152,8574,,1,"22352b51-8c9a-4c48-b27a-255ccfe3cd36",2014-09-12 11:15:07.263
23153,10100,,4,"9edf7557-4563-41cc-90dd-ef9975f4b5aa",2014-09-12 11:15:07.263
23154,16102,,1,"753c218a-785e-4420-a7b8-327afcbfa01c",2014-09-12 11:15:07.263
23155,11845,,4,"64f6009b-836d-436e-91de-01e910cd988e",2014-09-12 11:15:07.263
23156,12519,,1,"728b7786-1103-497b-9f93-71ca0896dc25",2014-09-12 11:15:07.263
23157,17514,,1,"9bf28bb9-55f4-43b3-88b5-4c5464995852",2014-09-12 11:15:07.263
23158,7447,,1,aadcadd6-9fd2-493a-86b8-527f262a2c09,2014-09-12 11:15:07.263
23159,4519,,4,"0a09e6c5-b715-4c87-ab2f-ee894a3a2cbe",2014-09-12 11:15:07.263
23160,5797,,4,"53b3f4d3-f511-4154-a631-9be810ef728f",2014-09-12 11:15:07.263
23161,16719,,4,"24a09f0a-9d32-45a3-9032-3a61c6bbb407",2014-09-12 11:15:07.263
23162,12634,,4,"48d78e46-27d0-4601-9d00-8d6930f5db8b",2014-09-12 11:15:07.263
23163,13073,,4,"090509cb-7e31-496b-a256-836ce610e66f",2014-09-12 11:15:07.263
23164,5760,,6,"3de98d28-1748-45c4-a7e8-e3baea91431b",2014-09-12 11:15:07.263
23165,9989,,4,"240d3fb6-ce2b-46b8-8aed-c74de5b85c7a",2014-09-12 11:15:07.263
23166,14300,,4,"5cc3cd31-c199-483a-bda7-f6e728d7273a",2014-09-12 11:15:07.263
23167,3190,,1,b20b03d7-5300-4bf4-95f3-2612c95fd126,2014-09-12 11:15:07.263
23168,6769,,1,f9eb87b1-c36b-42e9-bcb9-bccd49d56ead,2014-09-12 11:15:07.263
23169,20466,,1,"4f6797d3-8165-4043-ae4c-cefab143f88c",2014-09-12 11:15:07.263
23170,5533,,4,"2e35944e-be19-4d58-8ff3-64dbfd960ff6",2014-09-12 11:15:07.263
23171,6516,,4,"06b05806-4a1e-4c2d-a0d4-70f908ea7f1f",2014-09-12 11:15:07.263
23172,10718,,6,"6ce84660-0a86-490f-a96c-6cd1c7bd5fe1",2014-09-12 11:15:07.263
23173,17704,,1,bae13bce-e86e-4713-bba1-d43913b7703a,2014-09-12 11:15:07.263
23174,19669,,4,eaaf78df-5e9c-48f2-b401-e0decbb6ff79,2014-09-12 11:15:07.263
23175,8132,,4,f8ef7155-b6e0-4c0e-affd-e8b1a110852f,2014-09-12 11:15:07.263
23176,14902,,4,"213818a0-2af3-45db-9b4f-233f29f34b5c",2014-09-12 11:15:07.263
23177,8447,,1,"55c1b456-050f-4485-8e02-0a8d800b961e",2014-09-12 11:15:07.263
23178,15348,,1,fc370149-de5a-4c44-9280-094e48bc171a,2014-09-12 11:15:07.263
23179,16105,,1,"0d29834c-8d2b-4000-a3f6-bf4f20d17280",2014-09-12 11:15:07.263
23180,19299,,1,"00c1ed73-9ed5-4e7d-9a5e-d25239262117",2014-09-12 11:15:07.263
23181,15650,,1,"9c41d521-9b74-4352-88e9-20ccfa292066",2014-09-12 11:15:07.263
23182,8898,,4,"82fb36a0-be69-4d18-89c3-8f4650515d2d",2014-09-12 11:15:07.263
23183,11674,,4,b05bea9d-fef7-447e-b975-7e80bcf51c68,2014-09-12 11:15:07.263
23184,9942,,4,"3f22078b-0c57-4781-8bbe-151a578bb328",2014-09-12 11:15:07.263
23185,3906,,4,"841d0992-3279-413c-b01a-69dcfc16ac0c",2014-09-12 11:15:07.263
23186,16948,,4,"26ac4dba-f0a1-4c0c-a9e9-aafe11b0e69a",2014-09-12 11:15:07.263
23187,2735,,1,"16b6137f-60a9-4f32-bead-ad61d638695c",2014-09-12 11:15:07.263
23188,6289,,1,"44a00a67-c828-444a-963f-b0f037c08fdd",2014-09-12 11:15:07.263
23189,11678,,4,"38316105-6521-4fc9-ae0e-c4ceceb31da0",2014-09-12 11:15:07.263
23190,14554,,4,b97d40f6-7fcd-46a0-9698-1086671a1fe4,2014-09-12 11:15:07.263
23191,9659,,1,f1c0ef89-1ae5-4a35-a26a-9c0e309a0d99,2014-09-12 11:15:07.263
23192,12251,,4,c3db5188-a2d8-45f1-8bbc-2f7f021d3c26,2014-09-12 11:15:07.263
23193,12764,,1,"6e5fb0b4-fb53-4eb8-9de0-6a00aab203fb",2014-09-12 11:15:07.263
23194,9199,,4,e18975c2-d954-4773-97cd-e63bd3c4731e,2014-09-12 11:15:07.263
23195,15344,,1,"106c8920-12b2-4f3d-9b6e-d68fdb3237da",2014-09-12 11:15:07.263
23196,15984,,6,f3df0744-2d18-4da4-97a5-ac1c21800fef,2014-09-12 11:15:07.263
23197,15513,,4,e6c8a35c-0bc9-42a1-9fdf-45c0f9377b62,2014-09-12 11:15:07.263
23198,8068,,1,"3e170e9f-5cd5-4f5d-97f8-60a0974419f5",2014-09-12 11:15:07.263
23199,6924,,1,cc6fc86a-bb63-4361-9f7c-ea3ecaca904e,2014-09-12 11:15:07.263
23200,11328,,1,c5049e22-7d3d-4d2d-9a43-3719e9a79118,2014-09-12 11:15:07.263
23201,20205,,4,"5fb719d3-2625-48de-94b7-46dcf6969e3c",2014-09-12 11:15:07.263
23202,8049,,1,"7d052d73-6e31-4933-98a1-fe0f5f23bdbd",2014-09-12 11:15:07.263
23203,13458,,1,cddb1345-456e-41f8-b963-868824126560,2014-09-12 11:15:07.263
23204,9993,,1,"80be8921-2ac6-4f68-b8b7-bc7d1e1563f3",2014-09-12 11:15:07.263
23205,2947,,4,cdf35377-c804-4865-90bc-a4e7989cfc92,2014-09-12 11:15:07.263
23206,4828,,4,ad2f7c9f-33d7-45f2-9fae-a57c16921dd4,2014-09-12 11:15:07.263
23207,4504,,4,"5b752bd9-1973-432c-97d3-8ec07275d34a",2014-09-12 11:15:07.263
23208,8404,,6,"938bfb00-229f-4570-a4c9-dedf98337ad0",2014-09-12 11:15:07.263
23209,4806,,6,c8e94a16-bc29-48fd-bb3f-334364cb733b,2014-09-12 11:15:07.263
23210,14484,,4,"144bbb27-2ad8-4818-99b8-85d021a036a9",2014-09-12 11:15:07.263
23211,9836,,1,"66043a6e-3bc2-4910-a211-68bb6596be17",2014-09-12 11:15:07.263
23212,17596,,4,"9feb52f1-cc43-4955-b4fc-08f83af45a13",2014-09-12 11:15:07.263
23213,16659,,4,"02e91070-3f57-4c96-82ea-1d022d8eb16a",2014-09-12 11:15:07.263
23214,8355,,4,"7990da3a-1239-4d20-bf2d-423f8eb45ec8",2014-09-12 11:15:07.263
23215,14719,,4,b09d5711-d46b-45e1-8237-8307f55d9939,2014-09-12 11:15:07.263
23216,17490,,4,a95c7d9f-e68e-4f9f-bd34-e3815f527abb,2014-09-12 11:15:07.263
23217,9249,,4,"4c2ebd67-58cc-46d6-b8d4-9eb59ef17d5f",2014-09-12 11:15:07.263
23218,11967,,8,d5c60ad2-8228-47da-8ebc-afffb4fb7a8d,2014-09-12 11:15:07.263
23219,20203,,10,"5203c74d-82c7-469b-8a50-a41acf29f562",2014-09-12 11:15:07.263
23220,11097,,10,b33d4574-249c-4318-996a-d54ec98ebc39,2014-09-12 11:15:07.263
23221,5226,,8,"8a6cf26f-0b99-4153-b405-97bf4f655708",2014-09-12 11:15:07.263
23222,2504,,7,"1b447b05-1f9d-48e7-98a8-bf2b0d8fa3e1",2014-09-12 11:15:07.263
23223,14827,,10,"7af0bc74-e474-41b8-9a09-85d1a1ae1899",2014-09-12 11:15:07.263
23224,16703,,10,"7f922036-6157-4ba6-a66c-7351e33e790b",2014-09-12 11:15:07.263
23225,15244,,10,"9422649a-50a5-44c1-a6ef-a47379391edd",2014-09-12 11:15:07.263
23226,5186,,8,"3b605768-ae88-4d21-bdda-cd1036b4ec79",2014-09-12 11:15:07.263
23227,14368,,7,dcbc4410-c23e-48c9-9d3c-411c7c98fa50,2014-09-12 11:15:07.263
23228,16765,,8,"76859d93-51b5-4d6c-87d8-9f42d2f914df",2014-09-12 11:15:07.263
23229,8858,,8,"76578aef-629b-42db-953e-e8dce91049f6",2014-09-12 11:15:07.263
23230,7321,,10,"8fd95c9d-8aca-4f5e-9d9d-8a730fb85918",2014-09-12 11:15:07.263
23231,18472,,7,"55036082-2c69-4193-9cb7-06c0344f976d",2014-09-12 11:15:07.263
23232,18350,,10,"4d80e0ae-b1a5-4ef9-9eb0-01d98c545bf8",2014-09-12 11:15:07.263
23233,20295,,8,"84663495-cc2e-4904-aae0-992b9d8ab94e",2014-09-12 11:15:07.263
23234,18006,,8,f3f2643d-9392-4c8d-a8ac-051b20f82012,2014-09-12 11:15:07.263
23235,4005,,10,"72aab303-ea83-4596-b305-12c91f9f8cd4",2014-09-12 11:15:07.263
23236,16600,,10,e954adf5-3278-43fc-9856-3b2a2ddb1fef,2014-09-12 11:15:07.263
23237,16928,,8,d2e132f4-8ffb-445a-b9b0-d15c0eaf23a4,2014-09-12 11:15:07.263
23238,17444,,4,"3110e35f-bdea-4f2a-baae-bd5877e45e4a",2014-09-12 11:15:07.263
23239,18248,,4,"8175d0b8-fb3c-4ad8-9468-251c9c4d4ba0",2014-09-12 11:15:07.263
23240,20151,,1,d15461e2-e3c8-4d1c-a389-60b7ec473bf1,2014-09-12 11:15:07.263
23241,6957,,1,"0ac21ce2-805d-4ebf-a4b3-faab70713553",2014-09-12 11:15:07.263
23242,18891,,1,dc78bbae-b087-4030-b760-edc653227026,2014-09-12 11:15:07.263
23243,19794,,1,"2ee6fa1d-fdc1-4d4e-84e5-763bb29a4060",2014-09-12 11:15:07.263
23244,2782,,6,"16da0fe5-5bf1-42c7-b645-a107dced5379",2014-09-12 11:15:07.263
23245,20696,,6,"9624d57d-7c4d-4470-a743-9ec8dc7d1687",2014-09-12 11:15:07.263
23246,15019,,1,bcbccca5-bab7-4f45-afea-bb28602bcdd7,2014-09-12 11:15:07.263
23247,18306,,4,ca2562e1-c933-4332-8b2a-dd30de8f9381,2014-09-12 11:15:07.263
23248,8159,,1,"182cf3bc-b748-4bd5-9430-953bf5eeb803",2014-09-12 11:15:07.263
23249,8642,,1,"331a7094-5fd5-4926-bf9e-cb3cf42e7875",2014-09-12 11:15:07.263
23250,12449,,1,"435ee624-1ea7-4b29-98d8-5cacdf64a955",2014-09-12 11:15:07.263
23251,16783,,1,"40fe72d6-6040-4ce7-b6e9-ae50431a2d19",2014-09-12 11:15:07.263
23252,7097,,4,ef692488-dd6d-4f39-a307-6ed454e43b54,2014-09-12 11:15:07.263
23253,8752,,6,"05f04101-a22f-4e9b-a9d8-4216d1ce2be5",2014-09-12 11:15:07.263
23254,16286,,4,"938b1f99-b89b-44f8-8c2f-30827ebffaec",2014-09-12 11:15:07.263
23255,4376,,6,"9c59f39c-2fe3-4783-8711-d3aed0f9a72a",2014-09-12 11:15:07.263
23256,16820,,4,"56852f46-cd60-4d06-a741-687070646d4b",2014-09-12 11:15:07.263
23257,15843,,4,"73b71bb2-d831-40b1-89b3-bebd86af5534",2014-09-12 11:15:07.263
23258,19117,,4,"6512e560-d5e7-44df-9512-204b64237488",2014-09-12 11:15:07.263
23259,18329,,1,"59ee91df-8065-488e-a6c3-70419fef304d",2014-09-12 11:15:07.263
23260,13213,,1,"81a867fa-02d2-4a19-93b6-9cc97a464cf5",2014-09-12 11:15:07.263
23261,8171,,1,cbc2fbff-44ab-4bf0-8e5e-965c90c9f34f,2014-09-12 11:15:07.263
23262,2863,,1,"65e80fd4-8620-44a4-8e24-0757da398371",2014-09-12 11:15:07.263
23263,16596,,1,"1c912fa2-fa8c-4330-b32d-f83f1bd87380",2014-09-12 11:15:07.263
23264,12223,,1,"5a3126fe-076c-452c-a9bd-0b275945f8bf",2014-09-12 11:15:07.263
23265,8354,,1,c7131dc0-90e7-4533-86d9-bfe859379554,2014-09-12 11:15:07.263
23266,3496,,1,c4e5b8f1-e9e9-46da-9333-d6c89f7a1da7,2014-09-12 11:15:07.263
23267,14009,,6,"6af68dd5-d334-4d7b-8fe2-b5a9c7450c44",2014-09-12 11:15:07.263
23268,8993,,4,"055c551a-a934-4e51-ab01-d093caa18d8a",2014-09-12 11:15:07.263
23269,3608,,4,fb5b91b9-db63-4c14-bb6d-9e092f218bd8,2014-09-12 11:15:07.263
23270,12187,,4,"0afef80b-3202-4381-8f74-db0714782b1e",2014-09-12 11:15:07.263
23271,10733,,4,"0c80ba69-5573-4f23-9ccd-9a094d3fda9b",2014-09-12 11:15:07.263
23272,12893,,4,a6fed35b-e647-425a-9cc2-e7e8c59c5175,2014-09-12 11:15:07.263
23273,6709,,1,ce940416-42fd-4c23-a921-cd63642048f1,2014-09-12 11:15:07.263
23274,17940,,1,"8409c0ba-fec2-4ee1-b00b-2fbc49bf4302",2014-09-12 11:15:07.263
23275,4085,,4,"55ce2332-aba3-4507-a607-02c599e7429f",2014-09-12 11:15:07.263
23276,17949,,4,"8539edbe-67b7-4309-9794-aa8b5e7bb8ed",2014-09-12 11:15:07.263
23277,14323,,4,"8a9b302c-9d09-4f40-8870-7344bcfec0a9",2014-09-12 11:15:07.263
23278,20310,,4,"93a413a9-5823-43d4-b87b-6c03263e4439",2014-09-12 11:15:07.263
23279,4220,,6,"5352a25b-4757-4e6a-9627-992104d0c02b",2014-09-12 11:15:07.263
23280,13061,,1,b07b0f97-4cd7-4dd8-a83a-5fcd9c3bddb6,2014-09-12 11:15:07.263
23281,11686,,6,"5df4c482-12de-449e-a9fa-9f30e1a7dc62",2014-09-12 11:15:07.263
23282,8369,,1,"94f36233-d82c-4bcc-99dc-15db897a7c4d",2014-09-12 11:15:07.263
23283,3397,,6,"6d8413ff-5617-40c8-949e-6d57cde19688",2014-09-12 11:15:07.263
23284,13674,,6,"677f88ea-c814-40a3-9a47-e159b336aa9f",2014-09-12 11:15:07.263
23285,16379,,1,"5651075c-f26c-4d13-b86d-bb4eb626a746",2014-09-12 11:15:07.263
23286,3547,,4,"0fd140f8-a1a4-46d2-bcc0-e50360ac39d2",2014-09-12 11:15:07.263
23287,14187,,4,"889d7ae4-5519-4349-a67b-1fbd216196a9",2014-09-12 11:15:07.263
23288,5071,,4,"2afa5035-b40c-401f-864b-96fdb18af52a",2014-09-12 11:15:07.263
23289,18087,,1,"9e61b1eb-7dcc-4f1e-9246-7ab9850fe201",2014-09-12 11:15:07.263
23290,7129,,6,"98839420-dceb-4dd1-ad0b-4f9591e6b8c3",2014-09-12 11:15:07.263
23291,15660,,1,a536b39b-d807-4c88-a0ab-25e24f20fa96,2014-09-12 11:15:07.263
23292,5662,,1,b130b4ad-ba19-4eb9-b5bf-337da707485d,2014-09-12 11:15:07.263
23293,8175,,4,cfca507b-ecc7-47e7-9581-2438bcb017a2,2014-09-12 11:15:07.263
23294,5000,,1,"9c5c8d3d-d29d-42d1-a270-686053596bc7",2014-09-12 11:15:07.263
23295,7067,,4,"6d99dd09-12da-4ee8-85e0-53bf6c143030",2014-09-12 11:15:07.263
23296,16155,,4,a5867a49-d1f2-4452-b6ae-a9d9e71b4e4b,2014-09-12 11:15:07.263
23297,6777,,4,"823cb416-af8d-4b9d-ad7e-bdd2cf73f3ab",2014-09-12 11:15:07.263
23298,17244,,1,"29166ba5-f336-4862-91c3-7c8a64d73359",2014-09-12 11:15:07.263
23299,14322,,1,bff29b98-1574-41d3-9677-4b1f8ec4c9ea,2014-09-12 11:15:07.263
23300,20392,,1,caaf8fd2-53b3-4e95-b386-630bab1f1eff,2014-09-12 11:15:07.263
23301,17177,,4,"56ca0042-3581-4e95-84bb-5e08f8499759",2014-09-12 11:15:07.263
23302,3874,,1,ea76a24b-377a-4735-bfc2-55094cc7a18d,2014-09-12 11:15:07.263
23303,5626,,1,b8866b4b-d662-4262-9333-2a5ea91a44a3,2014-09-12 11:15:07.263
23304,5156,,4,"47099a2e-0ae5-433f-aa88-10c2cf001fae",2014-09-12 11:15:07.263
23305,13122,,9,f5990bca-ddb5-4c77-8266-8d9970f95e1b,2014-09-12 11:15:07.263
23306,19888,,6,"0dc0299f-cf86-4649-b9ae-d3c4c6196250",2014-09-12 11:15:07.263
23307,10661,,9,"79a7916c-e718-4e62-9a9a-eb221a39e862",2014-09-12 11:15:07.263
23308,13081,,9,e70775ff-e8d4-4a65-92d4-6b30c3085156,2014-09-12 11:15:07.263
23309,16397,,9,fd4a9e3f-66be-4d8f-9480-ee9156fd3adc,2014-09-12 11:15:07.263
23310,2869,,9,dffc72d1-8453-4bcc-b4ba-864ccb7b98bf,2014-09-12 11:15:07.263
23311,19000,,9,"9bd346c9-f2f0-4e17-b5f8-e23d17b2c1a7",2014-09-12 11:15:07.263
23312,8671,,9,"41146208-8eba-4b7f-9b4b-e50fa025d615",2014-09-12 11:15:07.263
23313,20461,,9,"7bcd3f2f-52f9-4e38-a1c3-2cf291abe41c",2014-09-12 11:15:07.263
23314,2796,,9,"87bdad3d-0586-47b3-b2b0-28bbdc023b6a",2014-09-12 11:15:07.263
23315,8319,,9,"32b46093-e545-481d-a8d6-875a137f80e2",2014-09-12 11:15:07.263
23316,15762,,9,"1f6caa95-8e3b-4e00-b9df-5215e6d822d7",2014-09-12 11:15:07.263
