"purchaseorderid","purchaseorderdetailid","duedate","orderqty","productid","unitprice","receivedqty","rejectedqty","modifieddate"
2099,4683,2014-03-11 00:00:00.000,550,932,39.2385,550.00,0.00,2014-03-04 00:00:00.000
2100,4684,2014-03-11 00:00:00.000,3,341,47.4705,3.00,0.00,2014-03-04 00:00:00.000
2100,4685,2014-03-11 00:00:00.000,3,342,45.3705,3.00,0.00,2014-03-04 00:00:00.000
2100,4686,2014-03-11 00:00:00.000,3,343,49.644,3.00,0.00,2014-03-04 00:00:00.000
2101,4687,2014-03-11 00:00:00.000,550,930,43.0395,550.00,0.00,2014-03-04 00:00:00.000
2102,4688,2014-03-11 00:00:00.000,550,332,10.815,550.00,82.00,2014-03-04 00:00:00.000
2103,4689,2014-03-11 00:00:00.000,550,948,82.8345,550.00,0.00,2014-03-04 00:00:00.000
2103,4690,2014-03-11 00:00:00.000,550,907,82.8345,550.00,0.00,2014-03-04 00:00:00.000
2104,4691,2014-03-11 00:00:00.000,1250,325,0.21,1250.00,1250.00,2014-03-04 00:00:00.000
2104,4692,2014-03-11 00:00:00.000,1250,326,0.21,1250.00,1250.00,2014-03-04 00:00:00.000
2105,4693,2014-03-12 00:00:00.000,3,320,49.644,3.00,0.00,2014-03-05 00:00:00.000
2105,4694,2014-03-12 00:00:00.000,3,321,44.3205,3.00,0.00,2014-03-05 00:00:00.000
2105,4695,2014-03-12 00:00:00.000,60,322,28.6965,60.00,0.00,2014-03-05 00:00:00.000
2106,4696,2014-03-12 00:00:00.000,550,930,42.5145,468.00,0.00,2014-03-05 00:00:00.000
2106,4697,2014-03-12 00:00:00.000,550,921,5.586,550.00,0.00,2014-03-05 00:00:00.000
2107,4698,2014-03-12 00:00:00.000,60,952,15.7395,60.00,0.00,2014-03-05 00:00:00.000
2108,4699,2014-03-12 00:00:00.000,550,933,43.4595,550.00,0.00,2014-03-05 00:00:00.000
2108,4700,2014-03-12 00:00:00.000,550,934,37.6215,550.00,0.00,2014-03-05 00:00:00.000
2108,4701,2014-03-12 00:00:00.000,550,922,6.531,550.00,0.00,2014-03-05 00:00:00.000
2108,4702,2014-03-12 00:00:00.000,550,923,6.1845,550.00,0.00,2014-03-05 00:00:00.000
2109,4703,2014-03-12 00:00:00.000,550,317,29.5785,550.00,0.00,2014-03-05 00:00:00.000
2109,4704,2014-03-12 00:00:00.000,550,318,36.099,550.00,0.00,2014-03-05 00:00:00.000
2109,4705,2014-03-12 00:00:00.000,550,319,48.5835,550.00,0.00,2014-03-05 00:00:00.000
2110,4706,2014-03-12 00:00:00.000,550,928,32.2455,550.00,0.00,2014-03-05 00:00:00.000
2110,4707,2014-03-12 00:00:00.000,550,929,36.561,550.00,55.00,2014-03-05 00:00:00.000
2111,4708,2014-03-12 00:00:00.000,550,319,46.4205,550.00,0.00,2014-03-05 00:00:00.000
2112,4709,2014-03-12 00:00:00.000,3,364,47.5965,3.00,0.00,2014-03-05 00:00:00.000
2112,4710,2014-03-12 00:00:00.000,3,365,43.323,3.00,0.00,2014-03-05 00:00:00.000
2113,4711,2014-03-12 00:00:00.000,3,2,41.916,3.00,0.00,2014-03-05 00:00:00.000
2114,4712,2014-03-12 00:00:00.000,3,1,50.2635,3.00,0.00,2014-03-05 00:00:00.000
2115,4713,2014-03-12 00:00:00.000,3,374,37.1805,3.00,0.00,2014-03-05 00:00:00.000
2116,4714,2014-03-12 00:00:00.000,550,530,16.086,468.00,0.00,2014-03-05 00:00:00.000
2117,4715,2014-03-12 00:00:00.000,3,4,57.0255,3.00,0.00,2014-03-05 00:00:00.000
2118,4716,2014-03-12 00:00:00.000,550,512,37.086,550.00,0.00,2014-03-05 00:00:00.000
2119,4717,2014-03-12 00:00:00.000,550,513,26.5965,550.00,0.00,2014-03-05 00:00:00.000
2120,4718,2014-03-12 00:00:00.000,550,317,27.0585,550.00,0.00,2014-03-05 00:00:00.000
2120,4719,2014-03-12 00:00:00.000,550,318,33.579,550.00,55.00,2014-03-05 00:00:00.000
2120,4720,2014-03-12 00:00:00.000,550,319,46.0635,550.00,0.00,2014-03-05 00:00:00.000
2121,4721,2014-03-13 00:00:00.000,3,410,41.1705,3.00,0.00,2014-03-06 00:00:00.000
2121,4722,2014-03-13 00:00:00.000,3,411,45.444,3.00,0.00,2014-03-06 00:00:00.000
2121,4723,2014-03-13 00:00:00.000,3,412,41.1705,3.00,0.00,2014-03-06 00:00:00.000
2121,4724,2014-03-13 00:00:00.000,3,413,39.0705,3.00,0.00,2014-03-06 00:00:00.000
2122,4725,2014-03-13 00:00:00.000,3,427,47.5965,3.00,0.00,2014-03-06 00:00:00.000
2122,4726,2014-03-13 00:00:00.000,3,428,43.323,3.00,0.00,2014-03-06 00:00:00.000
2123,4727,2014-03-13 00:00:00.000,60,322,25.4205,60.00,0.00,2014-03-06 00:00:00.000
2124,4728,2014-03-13 00:00:00.000,3,438,41.223,3.00,0.00,2014-03-06 00:00:00.000
2124,4729,2014-03-13 00:00:00.000,3,439,45.4965,3.00,0.00,2014-03-06 00:00:00.000
2125,4730,2014-03-13 00:00:00.000,550,941,62.9895,550.00,0.00,2014-03-06 00:00:00.000
2126,4731,2014-03-13 00:00:00.000,3,320,45.3705,3.00,0.00,2014-03-06 00:00:00.000
2126,4732,2014-03-13 00:00:00.000,3,321,40.488,3.00,0.00,2014-03-06 00:00:00.000
2126,4733,2014-03-13 00:00:00.000,60,322,26.3655,60.00,0.00,2014-03-06 00:00:00.000
2127,4734,2014-03-13 00:00:00.000,3,504,48.762,3.00,0.00,2014-03-06 00:00:00.000
2128,4735,2014-03-13 00:00:00.000,3,497,34.188,3.00,0.00,2014-03-06 00:00:00.000
2129,4736,2014-03-13 00:00:00.000,3,323,50.2635,3.00,0.00,2014-03-06 00:00:00.000
2130,4737,2014-03-13 00:00:00.000,550,523,10.731,550.00,0.00,2014-03-06 00:00:00.000
2130,4738,2014-03-13 00:00:00.000,550,524,14.1225,550.00,55.00,2014-03-06 00:00:00.000
2131,4739,2014-03-13 00:00:00.000,60,494,53.2035,60.00,0.00,2014-03-06 00:00:00.000
2131,4740,2014-03-13 00:00:00.000,60,495,63.693,60.00,0.00,2014-03-06 00:00:00.000
2131,4741,2014-03-13 00:00:00.000,60,496,48.909,60.00,3.00,2014-03-06 00:00:00.000
2132,4742,2014-03-13 00:00:00.000,550,913,40.9395,550.00,82.00,2014-03-06 00:00:00.000
2132,4743,2014-03-13 00:00:00.000,550,914,21.0945,550.00,0.00,2014-03-06 00:00:00.000
2133,4744,2014-03-13 00:00:00.000,60,506,9.198,60.00,0.00,2014-03-06 00:00:00.000
2134,4745,2014-03-13 00:00:00.000,550,351,5.775,550.00,0.00,2014-03-06 00:00:00.000
2134,4746,2014-03-13 00:00:00.000,550,352,1.155,550.00,0.00,2014-03-06 00:00:00.000
2135,4747,2014-03-13 00:00:00.000,550,507,23.394,550.00,0.00,2014-03-06 00:00:00.000
2135,4748,2014-03-13 00:00:00.000,550,508,27.6465,523.00,0.00,2014-03-06 00:00:00.000
2136,4749,2014-03-13 00:00:00.000,550,355,1.365,468.00,0.00,2014-03-06 00:00:00.000
2136,4750,2014-03-13 00:00:00.000,550,940,62.9895,550.00,0.00,2014-03-06 00:00:00.000
2136,4751,2014-03-13 00:00:00.000,550,535,3.486,550.00,0.00,2014-03-06 00:00:00.000
2137,4752,2014-03-14 00:00:00.000,550,351,6.195,550.00,0.00,2014-03-07 00:00:00.000
2137,4753,2014-03-14 00:00:00.000,550,352,1.47,550.00,0.00,2014-03-07 00:00:00.000
2137,4754,2014-03-14 00:00:00.000,550,679,6.195,550.00,0.00,2014-03-07 00:00:00.000
2138,4755,2014-03-14 00:00:00.000,550,507,22.1655,550.00,0.00,2014-03-07 00:00:00.000
2138,4756,2014-03-14 00:00:00.000,550,508,29.2845,550.00,0.00,2014-03-07 00:00:00.000
2139,4757,2014-03-14 00:00:00.000,3,491,19.9815,3.00,0.00,2014-03-07 00:00:00.000
2140,4758,2014-03-14 00:00:00.000,3,341,41.1705,3.00,0.00,2014-03-07 00:00:00.000
2140,4759,2014-03-14 00:00:00.000,3,342,39.0705,3.00,0.00,2014-03-07 00:00:00.000
2140,4760,2014-03-14 00:00:00.000,3,343,43.344,3.00,0.00,2014-03-07 00:00:00.000
2141,4761,2014-03-14 00:00:00.000,550,935,31.4895,550.00,0.00,2014-03-07 00:00:00.000
2141,4762,2014-03-14 00:00:00.000,550,936,48.2895,550.00,0.00,2014-03-07 00:00:00.000
2142,4763,2014-03-14 00:00:00.000,3,380,43.218,3.00,0.00,2014-03-07 00:00:00.000
2142,4764,2014-03-14 00:00:00.000,3,381,47.4915,3.00,0.00,2014-03-07 00:00:00.000
2143,4765,2014-03-14 00:00:00.000,550,478,11.088,550.00,0.00,2014-03-07 00:00:00.000
2143,4766,2014-03-14 00:00:00.000,550,479,15.8865,550.00,0.00,2014-03-07 00:00:00.000
2143,4767,2014-03-14 00:00:00.000,550,480,11.6655,550.00,0.00,2014-03-07 00:00:00.000
2144,4768,2014-03-14 00:00:00.000,3,402,47.4705,3.00,0.00,2014-03-07 00:00:00.000
2145,4769,2014-03-14 00:00:00.000,550,510,23.079,550.00,0.00,2014-03-07 00:00:00.000
2145,4770,2014-03-14 00:00:00.000,550,511,29.274,523.00,0.00,2014-03-07 00:00:00.000
2145,4771,2014-03-14 00:00:00.000,550,512,34.9755,550.00,0.00,2014-03-07 00:00:00.000
2146,4772,2014-03-14 00:00:00.000,3,409,41.1705,3.00,0.00,2014-03-07 00:00:00.000
2146,4773,2014-03-14 00:00:00.000,550,914,21.0945,550.00,0.00,2014-03-07 00:00:00.000
2146,4774,2014-03-14 00:00:00.000,550,915,30.4395,550.00,0.00,2014-03-07 00:00:00.000
2146,4775,2014-03-14 00:00:00.000,550,916,40.9395,550.00,0.00,2014-03-07 00:00:00.000
2147,4776,2014-03-14 00:00:00.000,550,525,2.3205,550.00,0.00,2014-03-07 00:00:00.000
2148,4777,2014-03-14 00:00:00.000,550,526,3.6435,550.00,0.00,2014-03-07 00:00:00.000
2149,4778,2014-03-14 00:00:00.000,550,908,21.0945,550.00,0.00,2014-03-07 00:00:00.000
2149,4779,2014-03-14 00:00:00.000,550,909,30.4395,550.00,0.00,2014-03-07 00:00:00.000
2149,4780,2014-03-14 00:00:00.000,550,913,40.9395,550.00,0.00,2014-03-07 00:00:00.000
2150,4781,2014-03-14 00:00:00.000,60,356,3.6015,60.00,0.00,2014-03-07 00:00:00.000
2150,4782,2014-03-14 00:00:00.000,60,357,3.9795,60.00,6.00,2014-03-07 00:00:00.000
2151,4783,2014-03-14 00:00:00.000,550,935,31.4895,550.00,0.00,2014-03-07 00:00:00.000
2151,4784,2014-03-14 00:00:00.000,550,936,48.2895,550.00,0.00,2014-03-07 00:00:00.000
2152,4785,2014-03-14 00:00:00.000,550,524,12.9675,550.00,82.00,2014-03-07 00:00:00.000
2153,4786,2014-03-15 00:00:00.000,550,911,21.0945,550.00,0.00,2014-03-08 00:00:00.000
2153,4787,2014-03-15 00:00:00.000,550,912,30.4395,550.00,0.00,2014-03-08 00:00:00.000
2154,4788,2014-03-15 00:00:00.000,550,910,40.9395,550.00,0.00,2014-03-08 00:00:00.000
2155,4789,2014-03-15 00:00:00.000,550,937,62.9895,550.00,0.00,2014-03-08 00:00:00.000
2156,4790,2014-03-15 00:00:00.000,3,463,47.523,3.00,0.00,2014-03-08 00:00:00.000
2156,4791,2014-03-15 00:00:00.000,3,464,45.423,3.00,0.00,2014-03-08 00:00:00.000
2156,4792,2014-03-15 00:00:00.000,3,465,49.6965,3.00,0.00,2014-03-08 00:00:00.000
2156,4793,2014-03-15 00:00:00.000,3,466,45.423,3.00,0.00,2014-03-08 00:00:00.000
2157,4794,2014-03-15 00:00:00.000,3,462,47.6805,3.00,0.00,2014-03-08 00:00:00.000
2158,4795,2014-03-15 00:00:00.000,550,510,23.4045,550.00,0.00,2014-03-08 00:00:00.000
2158,4796,2014-03-15 00:00:00.000,550,511,27.867,550.00,0.00,2014-03-08 00:00:00.000
2159,4797,2014-03-15 00:00:00.000,550,527,6.7515,550.00,0.00,2014-03-08 00:00:00.000
2160,4798,2014-03-15 00:00:00.000,550,938,31.4895,550.00,0.00,2014-03-08 00:00:00.000
2160,4799,2014-03-15 00:00:00.000,550,939,48.2895,550.00,55.00,2014-03-08 00:00:00.000
2160,4800,2014-03-15 00:00:00.000,550,509,36.2775,550.00,0.00,2014-03-08 00:00:00.000
2161,4801,2014-03-15 00:00:00.000,60,494,50.7465,60.00,0.00,2014-03-08 00:00:00.000
2161,4802,2014-03-15 00:00:00.000,60,495,62.9265,60.00,0.00,2014-03-08 00:00:00.000
2161,4803,2014-03-15 00:00:00.000,60,496,49.6545,60.00,3.00,2014-03-08 00:00:00.000
2162,4804,2014-03-15 00:00:00.000,550,523,10.3845,550.00,82.00,2014-03-08 00:00:00.000
2163,4805,2014-03-15 00:00:00.000,3,424,49.854,3.00,0.00,2014-03-08 00:00:00.000
2163,4806,2014-03-15 00:00:00.000,3,425,45.5805,3.00,0.00,2014-03-08 00:00:00.000
2163,4807,2014-03-15 00:00:00.000,3,426,43.4805,3.00,0.00,2014-03-08 00:00:00.000
2164,4808,2014-03-15 00:00:00.000,3,490,12.7155,3.00,0.00,2014-03-08 00:00:00.000
2164,4809,2014-03-15 00:00:00.000,3,491,19.9395,3.00,0.00,2014-03-08 00:00:00.000
2165,4810,2014-03-15 00:00:00.000,3,528,38.157,3.00,0.00,2014-03-08 00:00:00.000
2166,4811,2014-03-15 00:00:00.000,3,505,44.2155,3.00,0.00,2014-03-08 00:00:00.000
2167,4812,2014-03-15 00:00:00.000,550,938,31.4895,550.00,0.00,2014-03-08 00:00:00.000
2167,4813,2014-03-15 00:00:00.000,550,939,48.2895,550.00,0.00,2014-03-08 00:00:00.000
2168,4814,2014-03-15 00:00:00.000,60,358,6.9825,60.00,0.00,2014-03-08 00:00:00.000
2169,4815,2014-03-17 00:00:00.000,3,445,41.3805,3.00,0.00,2014-03-10 00:00:00.000
2169,4816,2014-03-17 00:00:00.000,3,446,45.654,3.00,0.00,2014-03-10 00:00:00.000
2169,4817,2014-03-17 00:00:00.000,3,447,41.3805,3.00,0.00,2014-03-10 00:00:00.000
2169,4818,2014-03-17 00:00:00.000,3,448,39.2805,3.00,0.00,2014-03-10 00:00:00.000
2169,4819,2014-03-17 00:00:00.000,3,449,43.554,3.00,0.00,2014-03-10 00:00:00.000
2170,4820,2014-03-17 00:00:00.000,60,356,3.381,60.00,0.00,2014-03-10 00:00:00.000
2170,4821,2014-03-17 00:00:00.000,60,357,4.3155,60.00,6.00,2014-03-10 00:00:00.000
2171,4822,2014-03-17 00:00:00.000,3,382,36.9705,3.00,0.00,2014-03-10 00:00:00.000
2171,4823,2014-03-17 00:00:00.000,3,383,41.244,3.00,0.00,2014-03-10 00:00:00.000
2171,4824,2014-03-17 00:00:00.000,3,384,36.9705,3.00,0.00,2014-03-10 00:00:00.000
2171,4825,2014-03-17 00:00:00.000,3,385,43.218,3.00,0.00,2014-03-10 00:00:00.000
2172,4826,2014-03-17 00:00:00.000,3,490,12.3585,3.00,0.00,2014-03-10 00:00:00.000
2173,4827,2014-03-17 00:00:00.000,550,513,39.1965,550.00,0.00,2014-03-10 00:00:00.000
2174,4828,2014-03-17 00:00:00.000,3,403,45.444,3.00,0.00,2014-03-10 00:00:00.000
2174,4829,2014-03-17 00:00:00.000,3,404,41.1705,3.00,0.00,2014-03-10 00:00:00.000
2175,4830,2014-03-17 00:00:00.000,550,931,34.8705,550.00,0.00,2014-03-10 00:00:00.000
2175,4831,2014-03-17 00:00:00.000,550,932,39.7635,523.00,0.00,2014-03-10 00:00:00.000
2175,4832,2014-03-17 00:00:00.000,550,933,43.9845,550.00,0.00,2014-03-10 00:00:00.000
2175,4833,2014-03-17 00:00:00.000,550,934,38.1465,550.00,0.00,2014-03-10 00:00:00.000
2176,4834,2014-03-17 00:00:00.000,3,433,43.554,3.00,0.00,2014-03-10 00:00:00.000
2176,4835,2014-03-17 00:00:00.000,3,434,39.2805,3.00,0.00,2014-03-10 00:00:00.000
2176,4836,2014-03-17 00:00:00.000,3,435,37.1805,3.00,0.00,2014-03-10 00:00:00.000
2176,4837,2014-03-17 00:00:00.000,3,436,41.454,3.00,0.00,2014-03-10 00:00:00.000
2177,4838,2014-03-17 00:00:00.000,3,341,47.5755,3.00,0.00,2014-03-10 00:00:00.000
2177,4839,2014-03-17 00:00:00.000,3,342,45.4755,3.00,0.00,2014-03-10 00:00:00.000
2177,4840,2014-03-17 00:00:00.000,3,343,49.749,3.00,0.00,2014-03-10 00:00:00.000
2177,4841,2014-03-17 00:00:00.000,3,344,45.4755,3.00,0.00,2014-03-10 00:00:00.000
2177,4842,2014-03-17 00:00:00.000,3,345,43.3755,3.00,0.00,2014-03-10 00:00:00.000
2177,4843,2014-03-17 00:00:00.000,3,346,47.649,3.00,0.00,2014-03-10 00:00:00.000
2178,4844,2014-03-17 00:00:00.000,550,931,34.3455,550.00,0.00,2014-03-10 00:00:00.000
2178,4845,2014-03-17 00:00:00.000,550,932,39.2385,550.00,0.00,2014-03-10 00:00:00.000
2179,4846,2014-03-17 00:00:00.000,3,344,45.3705,3.00,0.00,2014-03-10 00:00:00.000
2179,4847,2014-03-17 00:00:00.000,3,345,43.2705,3.00,0.00,2014-03-10 00:00:00.000
2179,4848,2014-03-17 00:00:00.000,3,346,47.544,3.00,0.00,2014-03-10 00:00:00.000
2179,4849,2014-03-17 00:00:00.000,3,347,43.2705,3.00,0.00,2014-03-10 00:00:00.000
2179,4850,2014-03-17 00:00:00.000,3,348,41.1705,3.00,0.00,2014-03-10 00:00:00.000
2180,4851,2014-03-17 00:00:00.000,550,928,32.7705,550.00,0.00,2014-03-10 00:00:00.000
2180,4852,2014-03-17 00:00:00.000,550,929,37.086,550.00,55.00,2014-03-10 00:00:00.000
2180,4853,2014-03-17 00:00:00.000,550,930,43.0395,550.00,0.00,2014-03-10 00:00:00.000
2181,4854,2014-03-17 00:00:00.000,550,332,10.815,550.00,0.00,2014-03-10 00:00:00.000
2182,4855,2014-03-17 00:00:00.000,550,948,82.8345,550.00,82.00,2014-03-10 00:00:00.000
2182,4856,2014-03-17 00:00:00.000,550,907,82.8345,550.00,0.00,2014-03-10 00:00:00.000
2183,4857,2014-03-17 00:00:00.000,1250,325,0.21,1250.00,0.00,2014-03-10 00:00:00.000
2183,4858,2014-03-17 00:00:00.000,1250,326,0.21,1250.00,0.00,2014-03-10 00:00:00.000
2184,4859,2014-03-17 00:00:00.000,3,320,49.644,3.00,0.00,2014-03-10 00:00:00.000
2184,4860,2014-03-17 00:00:00.000,3,321,44.3205,3.00,0.00,2014-03-10 00:00:00.000
2185,4861,2014-03-18 00:00:00.000,550,930,42.5145,550.00,0.00,2014-03-11 00:00:00.000
2185,4862,2014-03-18 00:00:00.000,550,921,5.586,523.00,0.00,2014-03-11 00:00:00.000
2186,4863,2014-03-18 00:00:00.000,60,952,15.7395,51.00,0.00,2014-03-11 00:00:00.000
2187,4864,2014-03-18 00:00:00.000,550,933,43.4595,550.00,0.00,2014-03-11 00:00:00.000
2187,4865,2014-03-18 00:00:00.000,550,934,37.6215,550.00,0.00,2014-03-11 00:00:00.000
2187,4866,2014-03-18 00:00:00.000,550,922,6.531,550.00,0.00,2014-03-11 00:00:00.000
2187,4867,2014-03-18 00:00:00.000,550,923,6.1845,550.00,0.00,2014-03-11 00:00:00.000
2188,4868,2014-03-18 00:00:00.000,550,317,29.5785,550.00,0.00,2014-03-11 00:00:00.000
2188,4869,2014-03-18 00:00:00.000,550,318,36.099,550.00,0.00,2014-03-11 00:00:00.000
2188,4870,2014-03-18 00:00:00.000,550,319,48.5835,550.00,0.00,2014-03-11 00:00:00.000
2189,4871,2014-03-18 00:00:00.000,550,928,32.2455,550.00,0.00,2014-03-11 00:00:00.000
2189,4872,2014-03-18 00:00:00.000,550,929,36.561,550.00,0.00,2014-03-11 00:00:00.000
2190,4873,2014-03-18 00:00:00.000,550,319,46.4205,550.00,0.00,2014-03-11 00:00:00.000
2191,4874,2014-03-18 00:00:00.000,3,366,41.223,3.00,0.00,2014-03-11 00:00:00.000
2191,4875,2014-03-18 00:00:00.000,3,367,45.4965,3.00,0.00,2014-03-11 00:00:00.000
2191,4876,2014-03-18 00:00:00.000,3,368,41.223,3.00,0.00,2014-03-11 00:00:00.000
2191,4877,2014-03-18 00:00:00.000,3,369,39.123,3.00,0.00,2014-03-11 00:00:00.000
2192,4878,2014-03-18 00:00:00.000,3,2,41.916,3.00,0.00,2014-03-11 00:00:00.000
2193,4879,2014-03-18 00:00:00.000,3,1,50.2635,3.00,0.00,2014-03-11 00:00:00.000
2194,4880,2014-03-18 00:00:00.000,3,359,47.6805,3.00,0.00,2014-03-11 00:00:00.000
2194,4881,2014-03-18 00:00:00.000,3,360,45.5805,3.00,0.00,2014-03-11 00:00:00.000
2195,4882,2014-03-18 00:00:00.000,550,530,16.086,550.00,0.00,2014-03-11 00:00:00.000
2196,4883,2014-03-18 00:00:00.000,3,4,57.0255,3.00,0.00,2014-03-11 00:00:00.000
2197,4884,2014-03-18 00:00:00.000,550,512,37.086,550.00,0.00,2014-03-11 00:00:00.000
2198,4885,2014-03-18 00:00:00.000,550,513,26.5965,550.00,0.00,2014-03-11 00:00:00.000
2199,4886,2014-03-18 00:00:00.000,550,317,27.0585,550.00,0.00,2014-03-11 00:00:00.000
2199,4887,2014-03-18 00:00:00.000,550,318,33.579,550.00,0.00,2014-03-11 00:00:00.000
2199,4888,2014-03-18 00:00:00.000,550,319,46.0635,550.00,0.00,2014-03-11 00:00:00.000
2200,4889,2014-03-18 00:00:00.000,3,414,43.344,3.00,0.00,2014-03-11 00:00:00.000
2200,4890,2014-03-18 00:00:00.000,3,415,39.0705,3.00,0.00,2014-03-11 00:00:00.000
2200,4891,2014-03-18 00:00:00.000,3,416,36.9705,3.00,0.00,2014-03-11 00:00:00.000
2201,4892,2014-03-19 00:00:00.000,3,429,41.223,3.00,0.00,2014-03-12 00:00:00.000
2201,4893,2014-03-19 00:00:00.000,3,430,45.4965,3.00,0.00,2014-03-12 00:00:00.000
2201,4894,2014-03-19 00:00:00.000,3,431,41.223,3.00,0.00,2014-03-12 00:00:00.000
2201,4895,2014-03-19 00:00:00.000,3,432,39.123,3.00,0.00,2014-03-12 00:00:00.000
2202,4896,2014-03-19 00:00:00.000,3,320,47.4705,3.00,0.00,2014-03-12 00:00:00.000
2202,4897,2014-03-19 00:00:00.000,3,321,42.798,3.00,0.00,2014-03-12 00:00:00.000
2203,4898,2014-03-19 00:00:00.000,3,440,41.223,3.00,0.00,2014-03-12 00:00:00.000
2203,4899,2014-03-19 00:00:00.000,3,441,39.123,3.00,0.00,2014-03-12 00:00:00.000
2203,4900,2014-03-19 00:00:00.000,3,442,43.3965,3.00,0.00,2014-03-12 00:00:00.000
2204,4901,2014-03-19 00:00:00.000,550,941,62.9895,550.00,550.00,2014-03-12 00:00:00.000
2205,4902,2014-03-19 00:00:00.000,3,320,45.3705,3.00,0.00,2014-03-12 00:00:00.000
2205,4903,2014-03-19 00:00:00.000,3,321,40.488,3.00,0.00,2014-03-12 00:00:00.000
2205,4904,2014-03-19 00:00:00.000,60,322,26.3655,60.00,0.00,2014-03-12 00:00:00.000
2206,4905,2014-03-19 00:00:00.000,3,504,48.762,3.00,0.00,2014-03-12 00:00:00.000
2207,4906,2014-03-19 00:00:00.000,3,497,34.188,3.00,0.00,2014-03-12 00:00:00.000
2208,4907,2014-03-19 00:00:00.000,3,323,50.2635,3.00,0.00,2014-03-12 00:00:00.000
2209,4908,2014-03-19 00:00:00.000,550,523,10.731,550.00,0.00,2014-03-12 00:00:00.000
2209,4909,2014-03-19 00:00:00.000,550,524,14.1225,550.00,0.00,2014-03-12 00:00:00.000
2210,4910,2014-03-19 00:00:00.000,60,492,50.2635,60.00,0.00,2014-03-12 00:00:00.000
2210,4911,2014-03-19 00:00:00.000,60,493,57.1515,60.00,6.00,2014-03-12 00:00:00.000
2210,4912,2014-03-19 00:00:00.000,60,494,53.2035,60.00,0.00,2014-03-12 00:00:00.000
2211,4913,2014-03-19 00:00:00.000,550,915,30.4395,550.00,0.00,2014-03-12 00:00:00.000
2211,4914,2014-03-19 00:00:00.000,550,916,40.9395,550.00,0.00,2014-03-12 00:00:00.000
2212,4915,2014-03-19 00:00:00.000,60,506,9.198,60.00,9.00,2014-03-12 00:00:00.000
2213,4916,2014-03-19 00:00:00.000,550,679,5.775,550.00,0.00,2014-03-12 00:00:00.000
2214,4917,2014-03-19 00:00:00.000,550,507,23.394,550.00,0.00,2014-03-12 00:00:00.000
2214,4918,2014-03-19 00:00:00.000,550,508,27.6465,550.00,0.00,2014-03-12 00:00:00.000
2215,4919,2014-03-19 00:00:00.000,550,355,1.365,550.00,0.00,2014-03-12 00:00:00.000
2215,4920,2014-03-19 00:00:00.000,550,940,62.9895,523.00,0.00,2014-03-12 00:00:00.000
2215,4921,2014-03-19 00:00:00.000,550,535,3.486,550.00,0.00,2014-03-12 00:00:00.000
2216,4922,2014-03-19 00:00:00.000,550,351,6.195,468.00,0.00,2014-03-12 00:00:00.000
2216,4923,2014-03-19 00:00:00.000,550,352,1.47,550.00,0.00,2014-03-12 00:00:00.000
2216,4924,2014-03-19 00:00:00.000,550,679,6.195,550.00,0.00,2014-03-12 00:00:00.000
2217,4925,2014-03-20 00:00:00.000,550,507,22.1655,550.00,0.00,2014-03-13 00:00:00.000
2217,4926,2014-03-20 00:00:00.000,550,508,29.2845,550.00,0.00,2014-03-13 00:00:00.000
2218,4927,2014-03-20 00:00:00.000,3,491,19.9815,3.00,0.00,2014-03-13 00:00:00.000
2219,4928,2014-03-20 00:00:00.000,3,344,39.0705,3.00,0.00,2014-03-13 00:00:00.000
2219,4929,2014-03-20 00:00:00.000,3,345,36.9705,3.00,0.00,2014-03-13 00:00:00.000
2219,4930,2014-03-20 00:00:00.000,3,346,41.244,3.00,0.00,2014-03-13 00:00:00.000
2219,4931,2014-03-20 00:00:00.000,3,347,36.9705,3.00,0.00,2014-03-13 00:00:00.000
2219,4932,2014-03-20 00:00:00.000,3,348,34.8705,3.00,0.00,2014-03-13 00:00:00.000
2220,4933,2014-03-20 00:00:00.000,550,935,31.4895,550.00,0.00,2014-03-13 00:00:00.000
2220,4934,2014-03-20 00:00:00.000,550,936,48.2895,550.00,55.00,2014-03-13 00:00:00.000
2221,4935,2014-03-20 00:00:00.000,3,382,43.2705,3.00,0.00,2014-03-13 00:00:00.000
2221,4936,2014-03-20 00:00:00.000,3,383,47.544,3.00,0.00,2014-03-13 00:00:00.000
2221,4937,2014-03-20 00:00:00.000,3,384,43.2705,3.00,0.00,2014-03-13 00:00:00.000
2221,4938,2014-03-20 00:00:00.000,3,385,41.1705,3.00,0.00,2014-03-13 00:00:00.000
2222,4939,2014-03-20 00:00:00.000,550,481,11.088,550.00,82.00,2014-03-13 00:00:00.000
2222,4940,2014-03-20 00:00:00.000,550,482,8.757,550.00,0.00,2014-03-13 00:00:00.000
2223,4941,2014-03-20 00:00:00.000,3,402,47.4705,3.00,0.00,2014-03-13 00:00:00.000
2224,4942,2014-03-20 00:00:00.000,550,510,23.079,550.00,0.00,2014-03-13 00:00:00.000
2224,4943,2014-03-20 00:00:00.000,550,511,29.274,550.00,0.00,2014-03-13 00:00:00.000
2225,4944,2014-03-20 00:00:00.000,3,403,45.3705,3.00,0.00,2014-03-13 00:00:00.000
2225,4945,2014-03-20 00:00:00.000,3,404,49.644,3.00,0.00,2014-03-13 00:00:00.000
2225,4946,2014-03-20 00:00:00.000,3,405,45.3705,3.00,0.00,2014-03-13 00:00:00.000
