"purchaseorderid","revisionnumber","status","employeeid","vendorid","shipmethodid","orderdate","shipdate","subtotal","taxamt","freight","modifieddate"
1850,4,4,256,1612,4,2014-01-29 00:00:00.000,2014-02-07 00:00:00.000,132.6465,10.6117,3.3162,2014-02-07 00:00:00.000
1851,4,4,252,1586,5,2014-01-29 00:00:00.000,2014-02-07 00:00:00.000,43878.45,3510.276,1096.9613,2014-02-07 00:00:00.000
1852,4,4,260,1500,1,2014-01-29 00:00:00.000,2014-02-07 00:00:00.000,418.95,33.516,10.4738,2014-02-07 00:00:00.000
1853,4,4,258,1656,4,2014-01-29 00:00:00.000,2014-02-07 00:00:00.000,389.655,31.1724,9.7414,2014-02-07 00:00:00.000
1854,4,4,254,1572,1,2014-01-29 00:00:00.000,2014-02-07 00:00:00.000,461.79,36.9432,11.5448,2014-02-07 00:00:00.000
1855,4,4,257,1562,4,2014-01-29 00:00:00.000,2014-02-07 00:00:00.000,2366.847,189.3478,59.1712,2014-02-07 00:00:00.000
1856,4,4,261,1662,2,2014-01-29 00:00:00.000,2014-02-07 00:00:00.000,37.0755,2.966,0.9269,2014-02-07 00:00:00.000
1857,4,4,250,1682,4,2014-01-31 00:00:00.000,2014-02-09 00:00:00.000,21558.075,1724.646,538.9519,2014-02-09 00:00:00.000
1858,4,4,253,1686,4,2014-01-31 00:00:00.000,2014-02-09 00:00:00.000,624.2985,49.9439,15.6075,2014-02-09 00:00:00.000
1859,4,4,255,1684,4,2014-01-31 00:00:00.000,2014-02-09 00:00:00.000,20980.575,1678.446,524.5144,2014-02-09 00:00:00.000
1860,4,4,256,1534,4,2014-01-31 00:00:00.000,2014-02-09 00:00:00.000,360.045,28.8036,9.0011,2014-02-09 00:00:00.000
1861,4,4,259,1614,4,2014-02-03 00:00:00.000,2014-02-12 00:00:00.000,260.4735,20.8379,6.5118,2014-02-12 00:00:00.000
1862,4,4,260,1588,5,2014-02-03 00:00:00.000,2014-02-12 00:00:00.000,40471.2,3237.696,1011.78,2014-02-12 00:00:00.000
1863,4,4,258,1622,5,2014-02-03 00:00:00.000,2014-02-12 00:00:00.000,414.855,33.1884,10.3714,2014-02-12 00:00:00.000
1864,4,4,254,1632,5,2014-02-03 00:00:00.000,2014-02-12 00:00:00.000,38421.075,3073.686,960.5269,2014-02-12 00:00:00.000
1865,4,4,252,1608,5,2014-02-03 00:00:00.000,2014-02-12 00:00:00.000,5948.25,475.86,148.7063,2014-02-12 00:00:00.000
1866,4,4,261,1576,5,2014-02-03 00:00:00.000,2014-02-12 00:00:00.000,91117.95,7289.436,2277.9488,2014-02-12 00:00:00.000
1867,4,4,251,1590,1,2014-02-03 00:00:00.000,2014-02-12 00:00:00.000,525,42,13.125,2014-02-12 00:00:00.000
1868,4,4,253,1514,5,2014-02-03 00:00:00.000,2014-02-12 00:00:00.000,2003.6835,160.2947,50.0921,2014-02-12 00:00:00.000
1869,4,4,255,1498,4,2014-02-03 00:00:00.000,2014-02-12 00:00:00.000,26455.275,2116.422,661.3819,2014-02-12 00:00:00.000
1870,4,4,256,1674,2,2014-02-03 00:00:00.000,2014-02-12 00:00:00.000,944.37,75.5496,23.6093,2014-02-12 00:00:00.000
1871,4,4,259,1652,1,2014-02-03 00:00:00.000,2014-02-12 00:00:00.000,6993.525,559.482,174.8381,2014-02-12 00:00:00.000
1872,4,4,260,1578,3,2014-02-03 00:00:00.000,2014-02-12 00:00:00.000,36122.625,2889.81,903.0656,2014-02-12 00:00:00.000
1873,4,4,258,1538,5,2014-02-03 00:00:00.000,2014-02-12 00:00:00.000,37843.575,3027.486,946.0894,2014-02-12 00:00:00.000
1874,4,4,254,1556,4,2014-02-03 00:00:00.000,2014-02-12 00:00:00.000,25531.275,2042.502,638.2819,2014-02-12 00:00:00.000
1875,4,4,257,1554,4,2014-02-03 00:00:00.000,2014-02-12 00:00:00.000,111.069,8.8855,2.7767,2014-02-12 00:00:00.000
1876,4,4,261,1688,4,2014-02-03 00:00:00.000,2014-02-12 00:00:00.000,125.748,10.0598,3.1437,2014-02-12 00:00:00.000
1877,4,4,251,1580,5,2014-02-04 00:00:00.000,2014-02-13 00:00:00.000,150.7905,12.0632,3.7698,2014-02-13 00:00:00.000
1878,4,4,253,1496,5,2014-02-04 00:00:00.000,2014-02-13 00:00:00.000,696.528,55.7222,17.4132,2014-02-13 00:00:00.000
1879,4,4,255,1494,2,2014-02-04 00:00:00.000,2014-02-13 00:00:00.000,8847.3,707.784,221.1825,2014-02-13 00:00:00.000
1880,4,4,256,1650,5,2014-02-04 00:00:00.000,2014-02-13 00:00:00.000,171.0765,13.6861,4.2769,2014-02-13 00:00:00.000
1881,4,4,259,1654,4,2014-02-04 00:00:00.000,2014-02-13 00:00:00.000,20397.3,1631.784,509.9325,2014-02-13 00:00:00.000
1882,4,4,260,1664,3,2014-02-04 00:00:00.000,2014-02-13 00:00:00.000,14628.075,1170.246,365.7019,2014-02-13 00:00:00.000
1883,5,4,258,1678,4,2014-02-04 00:00:00.000,2014-02-13 00:00:00.000,25334.925,2026.794,633.3731,2014-02-13 00:00:00.000
1884,4,4,254,1616,5,2014-02-04 00:00:00.000,2014-02-13 00:00:00.000,278.523,22.2818,6.9631,2014-02-13 00:00:00.000
1885,5,4,257,1492,4,2014-02-05 00:00:00.000,2014-02-14 00:00:00.000,111.069,8.8855,2.7767,2014-02-14 00:00:00.000
1886,4,4,261,1602,5,2014-02-05 00:00:00.000,2014-02-14 00:00:00.000,1796.0355,143.6828,44.9009,2014-02-14 00:00:00.000
1887,4,4,251,1540,4,2014-02-05 00:00:00.000,2014-02-14 00:00:00.000,748.755,59.9004,18.7189,2014-02-14 00:00:00.000
1888,4,4,253,1628,5,2014-02-05 00:00:00.000,2014-02-14 00:00:00.000,34644.225,2771.538,866.1056,2014-02-14 00:00:00.000
1889,4,4,252,1604,4,2014-02-05 00:00:00.000,2014-02-14 00:00:00.000,1839.5055,147.1604,45.9876,2014-02-14 00:00:00.000
1890,4,4,256,1690,5,2014-02-05 00:00:00.000,2014-02-14 00:00:00.000,146.286,11.7029,3.6572,2014-02-14 00:00:00.000
1891,4,4,259,1566,5,2014-02-05 00:00:00.000,2014-02-14 00:00:00.000,102.564,8.2051,2.5641,2014-02-14 00:00:00.000
1892,4,4,260,1698,5,2014-02-05 00:00:00.000,2014-02-14 00:00:00.000,150.7905,12.0632,3.7698,2014-02-14 00:00:00.000
1893,4,4,258,1560,5,2014-02-05 00:00:00.000,2014-02-14 00:00:00.000,13669.425,1093.554,341.7356,2014-02-14 00:00:00.000
1894,4,4,254,1692,5,2014-02-05 00:00:00.000,2014-02-14 00:00:00.000,6444.9,515.592,161.1225,2014-02-14 00:00:00.000
1895,4,4,257,1696,2,2014-02-05 00:00:00.000,2014-02-14 00:00:00.000,152581.275,12206.502,3814.5319,2014-02-14 00:00:00.000
1896,4,4,261,1504,1,2014-02-05 00:00:00.000,2014-02-14 00:00:00.000,551.88,44.1504,13.797,2014-02-14 00:00:00.000
1897,4,4,251,1544,1,2014-02-06 00:00:00.000,2014-02-15 00:00:00.000,6987.75,559.02,174.6938,2014-02-15 00:00:00.000
1898,4,4,253,1530,2,2014-02-06 00:00:00.000,2014-02-15 00:00:00.000,28072.275,2245.782,701.8069,2014-02-15 00:00:00.000
1899,4,4,255,1508,1,2014-02-06 00:00:00.000,2014-02-15 00:00:00.000,37312.275,2984.982,932.8069,2014-02-15 00:00:00.000
1900,4,4,252,1694,1,2014-02-06 00:00:00.000,2014-02-15 00:00:00.000,7623,609.84,190.575,2014-02-15 00:00:00.000
1901,4,4,259,1624,2,2014-02-06 00:00:00.000,2014-02-15 00:00:00.000,28297.5,2263.8,707.4375,2014-02-15 00:00:00.000
1902,4,4,260,1548,2,2014-02-06 00:00:00.000,2014-02-15 00:00:00.000,59.9445,4.7956,1.4986,2014-02-15 00:00:00.000
1903,4,4,258,1598,4,2014-02-06 00:00:00.000,2014-02-15 00:00:00.000,358.155,28.6524,8.9539,2014-02-15 00:00:00.000
1904,4,3,250,1658,5,2014-02-06 00:00:00.000,2014-02-15 00:00:00.000,43878.45,3510.276,1096.9613,2014-02-15 00:00:00.000
1905,4,4,257,1536,4,2014-02-06 00:00:00.000,2014-02-15 00:00:00.000,1637.937,131.035,40.9484,2014-02-15 00:00:00.000
1906,4,4,261,1568,2,2014-02-06 00:00:00.000,2014-02-15 00:00:00.000,29989.575,2399.166,749.7394,2014-02-15 00:00:00.000
1907,4,4,251,1648,5,2014-02-06 00:00:00.000,2014-02-15 00:00:00.000,142.4115,11.3929,3.5603,2014-02-15 00:00:00.000
1908,4,4,253,1646,2,2014-02-06 00:00:00.000,2014-02-15 00:00:00.000,48030.675,3842.454,1200.7669,2014-02-15 00:00:00.000
1909,5,4,255,1672,4,2014-02-06 00:00:00.000,2014-02-15 00:00:00.000,12127.7415,970.2193,303.1935,2014-02-15 00:00:00.000
1910,4,4,256,1600,1,2014-02-06 00:00:00.000,2014-02-15 00:00:00.000,1276.275,102.102,31.9069,2014-02-15 00:00:00.000
1911,4,4,259,1522,1,2014-02-06 00:00:00.000,2014-02-15 00:00:00.000,2003.925,160.314,50.0981,2014-02-15 00:00:00.000
1912,4,4,260,1570,2,2014-02-06 00:00:00.000,2014-02-15 00:00:00.000,28343.7,2267.496,708.5925,2014-02-15 00:00:00.000
1913,4,4,258,1516,1,2014-02-07 00:00:00.000,2014-02-16 00:00:00.000,454.86,36.3888,11.3715,2014-02-16 00:00:00.000
1914,4,4,254,1506,5,2014-02-07 00:00:00.000,2014-02-16 00:00:00.000,43878.45,3510.276,1096.9613,2014-02-16 00:00:00.000
1915,4,4,257,1626,2,2014-02-07 00:00:00.000,2014-02-16 00:00:00.000,7132.125,570.57,178.3031,2014-02-16 00:00:00.000
1916,4,4,261,1542,2,2014-02-07 00:00:00.000,2014-02-16 00:00:00.000,28343.7,2267.496,708.5925,2014-02-16 00:00:00.000
1917,4,4,251,1610,4,2014-02-07 00:00:00.000,2014-02-16 00:00:00.000,22516.725,1801.338,562.9181,2014-02-16 00:00:00.000
1918,4,4,253,1638,5,2014-02-07 00:00:00.000,2014-02-16 00:00:00.000,34644.225,2771.538,866.1056,2014-02-16 00:00:00.000
1919,4,4,255,1582,5,2014-02-07 00:00:00.000,2014-02-16 00:00:00.000,694.1655,55.5332,17.3541,2014-02-16 00:00:00.000
1920,4,4,256,1510,5,2014-02-07 00:00:00.000,2014-02-16 00:00:00.000,143.0415,11.4433,3.576,2014-02-16 00:00:00.000
1921,4,4,259,1526,2,2014-02-07 00:00:00.000,2014-02-16 00:00:00.000,28199.325,2255.946,704.9831,2014-02-16 00:00:00.000
1922,4,4,250,1644,1,2014-02-07 00:00:00.000,2014-02-16 00:00:00.000,3713.325,297.066,92.8331,2014-02-16 00:00:00.000
1923,4,4,258,1680,4,2014-02-07 00:00:00.000,2014-02-16 00:00:00.000,19952.625,1596.21,498.8156,2014-02-16 00:00:00.000
1924,4,4,254,1584,5,2014-02-07 00:00:00.000,2014-02-16 00:00:00.000,6540.66,523.2528,163.5165,2014-02-16 00:00:00.000
1925,4,4,257,1620,5,2014-02-07 00:00:00.000,2014-02-16 00:00:00.000,5711.475,456.918,142.7869,2014-02-16 00:00:00.000
1926,4,4,261,1666,4,2014-02-07 00:00:00.000,2014-02-16 00:00:00.000,484.407,38.7526,12.1102,2014-02-16 00:00:00.000
1927,4,4,251,1592,2,2014-02-07 00:00:00.000,2014-02-16 00:00:00.000,97.965,7.8372,2.4491,2014-02-16 00:00:00.000
1928,4,4,253,1618,4,2014-02-07 00:00:00.000,2014-02-16 00:00:00.000,114.471,9.1577,2.8618,2014-02-16 00:00:00.000
1929,4,4,255,1612,4,2014-02-10 00:00:00.000,2014-02-19 00:00:00.000,132.6465,10.6117,3.3162,2014-02-19 00:00:00.000
1930,4,4,256,1586,5,2014-02-10 00:00:00.000,2014-02-19 00:00:00.000,43878.45,3510.276,1096.9613,2014-02-19 00:00:00.000
1931,4,4,259,1500,1,2014-02-10 00:00:00.000,2014-02-19 00:00:00.000,418.95,33.516,10.4738,2014-02-19 00:00:00.000
1932,4,4,260,1656,4,2014-02-10 00:00:00.000,2014-02-19 00:00:00.000,240.723,19.2578,6.0181,2014-02-19 00:00:00.000
1933,4,4,250,1572,1,2014-02-10 00:00:00.000,2014-02-19 00:00:00.000,461.79,36.9432,11.5448,2014-02-19 00:00:00.000
1934,4,4,254,1562,4,2014-02-10 00:00:00.000,2014-02-19 00:00:00.000,253.323,20.2658,6.3331,2014-02-19 00:00:00.000
1935,4,4,257,1662,2,2014-02-10 00:00:00.000,2014-02-19 00:00:00.000,37.0755,2.966,0.9269,2014-02-19 00:00:00.000
1936,4,4,261,1682,4,2014-02-10 00:00:00.000,2014-02-19 00:00:00.000,21558.075,1724.646,538.9519,2014-02-19 00:00:00.000
1937,4,4,251,1686,4,2014-02-10 00:00:00.000,2014-02-19 00:00:00.000,710.325,56.826,17.7581,2014-02-19 00:00:00.000
1938,4,4,253,1684,5,2014-02-10 00:00:00.000,2014-02-19 00:00:00.000,86220.75,6897.66,2155.5188,2014-02-19 00:00:00.000
1939,4,4,255,1534,4,2014-02-10 00:00:00.000,2014-02-19 00:00:00.000,235.9035,18.8723,5.8976,2014-02-19 00:00:00.000
1940,4,4,256,1614,5,2014-02-10 00:00:00.000,2014-02-19 00:00:00.000,428.4,34.272,10.71,2014-02-19 00:00:00.000
1941,7,4,259,1588,5,2014-02-10 00:00:00.000,2014-02-19 00:00:00.000,40471.2,3237.696,1011.78,2014-02-19 00:00:00.000
1942,4,4,260,1622,5,2014-02-10 00:00:00.000,2014-02-19 00:00:00.000,272.4435,21.7955,6.8111,2014-02-19 00:00:00.000
1943,4,4,258,1632,4,2014-02-10 00:00:00.000,2014-02-19 00:00:00.000,23671.725,1893.738,591.7931,2014-02-19 00:00:00.000
1944,4,4,254,1608,5,2014-02-10 00:00:00.000,2014-02-19 00:00:00.000,5948.25,475.86,148.7063,2014-02-19 00:00:00.000
1945,4,4,257,1576,5,2014-02-11 00:00:00.000,2014-02-20 00:00:00.000,91117.95,7289.436,2277.9488,2014-02-20 00:00:00.000
1946,4,4,261,1590,1,2014-02-11 00:00:00.000,2014-02-20 00:00:00.000,525,42,13.125,2014-02-20 00:00:00.000
1947,4,4,251,1514,5,2014-02-11 00:00:00.000,2014-02-20 00:00:00.000,2003.6835,160.2947,50.0921,2014-02-20 00:00:00.000
1948,4,4,253,1498,4,2014-02-11 00:00:00.000,2014-02-20 00:00:00.000,26455.275,2116.422,661.3819,2014-02-20 00:00:00.000
1949,4,4,255,1674,2,2014-02-11 00:00:00.000,2014-02-20 00:00:00.000,944.37,75.5496,23.6093,2014-02-20 00:00:00.000
1950,4,4,256,1652,4,2014-02-11 00:00:00.000,2014-02-20 00:00:00.000,48186.6,3854.928,1204.665,2014-02-20 00:00:00.000
1951,4,4,252,1578,5,2014-02-11 00:00:00.000,2014-02-20 00:00:00.000,26720.925,2137.674,668.0231,2014-02-20 00:00:00.000
1952,5,4,260,1538,5,2014-02-11 00:00:00.000,2014-02-20 00:00:00.000,37843.575,3027.486,946.0894,2014-02-20 00:00:00.000
1953,4,4,258,1556,4,2014-02-11 00:00:00.000,2014-02-20 00:00:00.000,25531.275,2042.502,638.2819,2014-02-20 00:00:00.000
1954,4,4,254,1554,5,2014-02-11 00:00:00.000,2014-02-20 00:00:00.000,278.838,22.307,6.971,2014-02-20 00:00:00.000
1955,4,4,257,1688,4,2014-02-11 00:00:00.000,2014-02-20 00:00:00.000,125.748,10.0598,3.1437,2014-02-20 00:00:00.000
1956,4,4,261,1580,5,2014-02-11 00:00:00.000,2014-02-20 00:00:00.000,150.7905,12.0632,3.7698,2014-02-20 00:00:00.000
1957,4,4,250,1496,5,2014-02-11 00:00:00.000,2014-02-20 00:00:00.000,776.79,62.1432,19.4198,2014-02-20 00:00:00.000
1958,4,4,253,1494,2,2014-02-11 00:00:00.000,2014-02-20 00:00:00.000,8847.3,707.784,221.1825,2014-02-20 00:00:00.000
1959,4,4,255,1650,5,2014-02-11 00:00:00.000,2014-02-20 00:00:00.000,171.0765,13.6861,4.2769,2014-02-20 00:00:00.000
1960,4,4,256,1654,4,2014-02-11 00:00:00.000,2014-02-20 00:00:00.000,20397.3,1631.784,509.9325,2014-02-20 00:00:00.000
1961,4,4,259,1664,3,2014-02-12 00:00:00.000,2014-02-21 00:00:00.000,14628.075,1170.246,365.7019,2014-02-21 00:00:00.000
1962,4,4,260,1678,3,2014-02-12 00:00:00.000,2014-02-21 00:00:00.000,33350.625,2668.05,833.7656,2014-02-21 00:00:00.000
1963,4,4,258,1616,5,2014-02-12 00:00:00.000,2014-02-21 00:00:00.000,414.855,33.1884,10.3714,2014-02-21 00:00:00.000
1964,4,4,254,1492,5,2014-02-12 00:00:00.000,2014-02-21 00:00:00.000,278.838,22.307,6.971,2014-02-21 00:00:00.000
1965,4,4,252,1602,5,2014-02-12 00:00:00.000,2014-02-21 00:00:00.000,1796.0355,143.6828,44.9009,2014-02-21 00:00:00.000
1966,4,4,261,1540,4,2014-02-12 00:00:00.000,2014-02-21 00:00:00.000,489.069,39.1255,12.2267,2014-02-21 00:00:00.000
1967,4,4,251,1628,5,2014-02-12 00:00:00.000,2014-02-21 00:00:00.000,34644.225,2771.538,866.1056,2014-02-21 00:00:00.000
1968,4,4,253,1604,4,2014-02-12 00:00:00.000,2014-02-21 00:00:00.000,1839.5055,147.1604,45.9876,2014-02-21 00:00:00.000
1969,4,4,255,1690,5,2014-02-12 00:00:00.000,2014-02-21 00:00:00.000,146.286,11.7029,3.6572,2014-02-21 00:00:00.000
1970,4,4,256,1566,5,2014-02-12 00:00:00.000,2014-02-21 00:00:00.000,102.564,8.2051,2.5641,2014-02-21 00:00:00.000
1971,4,4,259,1698,5,2014-02-12 00:00:00.000,2014-02-21 00:00:00.000,150.7905,12.0632,3.7698,2014-02-21 00:00:00.000
1972,4,4,260,1560,5,2014-02-12 00:00:00.000,2014-02-21 00:00:00.000,13669.425,1093.554,341.7356,2014-02-21 00:00:00.000
1973,4,4,258,1692,5,2014-02-12 00:00:00.000,2014-02-21 00:00:00.000,9948.33,795.8664,248.7083,2014-02-21 00:00:00.000
1974,4,4,254,1696,2,2014-02-12 00:00:00.000,2014-02-21 00:00:00.000,28343.7,2267.496,708.5925,2014-02-21 00:00:00.000
1975,4,4,257,1504,1,2014-02-12 00:00:00.000,2014-02-21 00:00:00.000,551.88,44.1504,13.797,2014-02-21 00:00:00.000
1976,4,4,261,1544,1,2014-02-12 00:00:00.000,2014-02-21 00:00:00.000,6987.75,559.02,174.6938,2014-02-21 00:00:00.000
1977,4,4,251,1530,2,2014-02-13 00:00:00.000,2014-02-22 00:00:00.000,28072.275,2245.782,701.8069,2014-02-22 00:00:00.000
1978,4,4,253,1508,1,2014-02-13 00:00:00.000,2014-02-22 00:00:00.000,37312.275,2984.982,932.8069,2014-02-22 00:00:00.000
1979,4,4,255,1694,1,2014-02-13 00:00:00.000,2014-02-22 00:00:00.000,7623,609.84,190.575,2014-02-22 00:00:00.000
1980,4,4,256,1624,2,2014-02-13 00:00:00.000,2014-02-22 00:00:00.000,28297.5,2263.8,707.4375,2014-02-22 00:00:00.000
1981,4,4,259,1548,2,2014-02-13 00:00:00.000,2014-02-22 00:00:00.000,59.9445,4.7956,1.4986,2014-02-22 00:00:00.000
1982,4,4,260,1598,4,2014-02-13 00:00:00.000,2014-02-22 00:00:00.000,234.6435,18.7715,5.8661,2014-02-22 00:00:00.000
1983,4,4,258,1658,5,2014-02-13 00:00:00.000,2014-02-22 00:00:00.000,43878.45,3510.276,1096.9613,2014-02-22 00:00:00.000
1984,4,4,254,1536,4,2014-02-13 00:00:00.000,2014-02-22 00:00:00.000,247.2435,19.7795,6.1811,2014-02-22 00:00:00.000
1985,4,4,257,1568,2,2014-02-13 00:00:00.000,2014-02-22 00:00:00.000,49376.25,3950.1,1234.4063,2014-02-22 00:00:00.000
1986,4,4,261,1648,5,2014-02-13 00:00:00.000,2014-02-22 00:00:00.000,142.4115,11.3929,3.5603,2014-02-22 00:00:00.000
1987,4,4,251,1646,2,2014-02-13 00:00:00.000,2014-02-22 00:00:00.000,48030.675,3842.454,1200.7669,2014-02-22 00:00:00.000
1988,4,4,253,1672,5,2014-02-13 00:00:00.000,2014-02-22 00:00:00.000,39258.45,3140.676,981.4613,2014-02-22 00:00:00.000
1989,4,4,252,1600,1,2014-02-13 00:00:00.000,2014-02-22 00:00:00.000,1276.275,102.102,31.9069,2014-02-22 00:00:00.000
1990,4,4,256,1522,1,2014-02-13 00:00:00.000,2014-02-22 00:00:00.000,2003.925,160.314,50.0981,2014-02-22 00:00:00.000
1991,4,4,259,1570,4,2014-02-13 00:00:00.000,2014-02-22 00:00:00.000,22516.725,1801.338,562.9181,2014-02-22 00:00:00.000
1992,4,4,260,1516,1,2014-02-13 00:00:00.000,2014-02-22 00:00:00.000,454.86,36.3888,11.3715,2014-02-22 00:00:00.000
1993,4,4,258,1506,5,2014-02-14 00:00:00.000,2014-02-23 00:00:00.000,43878.45,3510.276,1096.9613,2014-02-23 00:00:00.000
1994,4,4,254,1626,2,2014-02-14 00:00:00.000,2014-02-23 00:00:00.000,7132.125,570.57,178.3031,2014-02-23 00:00:00.000
1995,4,4,257,1542,2,2014-02-14 00:00:00.000,2014-02-23 00:00:00.000,28343.7,2267.496,708.5925,2014-02-23 00:00:00.000
1996,4,4,261,1610,4,2014-02-14 00:00:00.000,2014-02-23 00:00:00.000,22516.725,1801.338,562.9181,2014-02-23 00:00:00.000
1997,4,4,251,1638,5,2014-02-14 00:00:00.000,2014-02-23 00:00:00.000,34644.225,2771.538,866.1056,2014-02-23 00:00:00.000
1998,4,4,253,1582,5,2014-02-14 00:00:00.000,2014-02-23 00:00:00.000,656.586,52.5269,16.4147,2014-02-23 00:00:00.000
1999,4,4,255,1510,5,2014-02-14 00:00:00.000,2014-02-23 00:00:00.000,143.0415,11.4433,3.576,2014-02-23 00:00:00.000
2000,4,4,252,1526,2,2014-02-14 00:00:00.000,2014-02-23 00:00:00.000,28199.325,2255.946,704.9831,2014-02-23 00:00:00.000
2001,4,4,259,1644,1,2014-02-14 00:00:00.000,2014-02-23 00:00:00.000,3713.325,297.066,92.8331,2014-02-23 00:00:00.000
2002,4,4,260,1680,5,2014-02-14 00:00:00.000,2014-02-23 00:00:00.000,43878.45,3510.276,1096.9613,2014-02-23 00:00:00.000
2003,4,4,258,1584,5,2014-02-14 00:00:00.000,2014-02-23 00:00:00.000,9799.65,783.972,244.9913,2014-02-23 00:00:00.000
2004,4,3,250,1620,5,2014-02-14 00:00:00.000,2014-02-23 00:00:00.000,5711.475,456.918,142.7869,2014-02-23 00:00:00.000
2005,4,4,257,1666,4,2014-02-14 00:00:00.000,2014-02-23 00:00:00.000,111.5415,8.9233,2.7885,2014-02-23 00:00:00.000
2006,4,4,261,1592,2,2014-02-14 00:00:00.000,2014-02-23 00:00:00.000,97.965,7.8372,2.4491,2014-02-23 00:00:00.000
2007,4,4,251,1618,4,2014-02-14 00:00:00.000,2014-02-23 00:00:00.000,114.471,9.1577,2.8618,2014-02-23 00:00:00.000
2008,4,4,253,1612,4,2014-02-14 00:00:00.000,2014-02-23 00:00:00.000,132.6465,10.6117,3.3162,2014-02-23 00:00:00.000
2009,5,4,255,1586,5,2014-02-17 00:00:00.000,2014-02-26 00:00:00.000,43878.45,3510.276,1096.9613,2014-02-26 00:00:00.000
2010,4,4,256,1500,1,2014-02-17 00:00:00.000,2014-02-26 00:00:00.000,418.95,33.516,10.4738,2014-02-26 00:00:00.000
2011,4,4,259,1656,5,2014-02-17 00:00:00.000,2014-02-26 00:00:00.000,566.0865,45.2869,14.1522,2014-02-26 00:00:00.000
2012,4,4,260,1572,1,2014-02-17 00:00:00.000,2014-02-26 00:00:00.000,461.79,36.9432,11.5448,2014-02-26 00:00:00.000
2013,4,4,258,1562,4,2014-02-17 00:00:00.000,2014-02-26 00:00:00.000,377.055,30.1644,9.4264,2014-02-26 00:00:00.000
2014,4,4,254,1662,2,2014-02-17 00:00:00.000,2014-02-26 00:00:00.000,37.0755,2.966,0.9269,2014-02-26 00:00:00.000
2015,4,4,257,1682,4,2014-02-17 00:00:00.000,2014-02-26 00:00:00.000,21558.075,1724.646,538.9519,2014-02-26 00:00:00.000
2016,4,4,261,1686,4,2014-02-17 00:00:00.000,2014-02-26 00:00:00.000,552.2265,44.1781,13.8057,2014-02-26 00:00:00.000
2017,4,4,251,1684,5,2014-02-17 00:00:00.000,2014-02-26 00:00:00.000,86220.75,6897.66,2155.5188,2014-02-26 00:00:00.000
2018,4,4,253,1534,5,2014-02-17 00:00:00.000,2014-02-26 00:00:00.000,696.528,55.7222,17.4132,2014-02-26 00:00:00.000
2019,4,4,255,1614,4,2014-02-17 00:00:00.000,2014-02-26 00:00:00.000,663.453,53.0762,16.5863,2014-02-26 00:00:00.000
2020,4,4,256,1588,5,2014-02-17 00:00:00.000,2014-02-26 00:00:00.000,40471.2,3237.696,1011.78,2014-02-26 00:00:00.000
2021,4,4,259,1622,4,2014-02-17 00:00:00.000,2014-02-26 00:00:00.000,259.8435,20.7875,6.4961,2014-02-26 00:00:00.000
2022,4,4,250,1632,5,2014-02-17 00:00:00.000,2014-02-26 00:00:00.000,38421.075,3073.686,960.5269,2014-02-26 00:00:00.000
2023,4,4,258,1608,5,2014-02-17 00:00:00.000,2014-02-26 00:00:00.000,5948.25,475.86,148.7063,2014-02-26 00:00:00.000
2024,4,4,254,1576,5,2014-02-17 00:00:00.000,2014-02-26 00:00:00.000,91117.95,7289.436,2277.9488,2014-02-26 00:00:00.000
2025,4,4,257,1590,1,2014-02-19 00:00:00.000,2014-02-28 00:00:00.000,525,42,13.125,2014-02-28 00:00:00.000
2026,4,4,261,1514,5,2014-02-19 00:00:00.000,2014-02-28 00:00:00.000,2003.6835,160.2947,50.0921,2014-02-28 00:00:00.000
2027,4,4,251,1498,4,2014-02-19 00:00:00.000,2014-02-28 00:00:00.000,26455.275,2116.422,661.3819,2014-02-28 00:00:00.000
2028,4,4,253,1674,2,2014-02-19 00:00:00.000,2014-02-28 00:00:00.000,944.37,75.5496,23.6093,2014-02-28 00:00:00.000
2029,4,4,255,1652,1,2014-02-19 00:00:00.000,2014-02-28 00:00:00.000,3401.475,272.118,85.0369,2014-02-28 00:00:00.000
2030,4,4,256,1578,3,2014-02-19 00:00:00.000,2014-02-28 00:00:00.000,62843.55,5027.484,1571.0888,2014-02-28 00:00:00.000
2031,4,4,259,1538,5,2014-02-19 00:00:00.000,2014-02-28 00:00:00.000,37843.575,3027.486,946.0894,2014-02-28 00:00:00.000
2032,4,4,260,1556,4,2014-02-19 00:00:00.000,2014-02-28 00:00:00.000,25531.275,2042.502,638.2819,2014-02-28 00:00:00.000
2033,4,4,250,1554,5,2014-02-19 00:00:00.000,2014-02-28 00:00:00.000,415.3275,33.2262,10.3832,2014-02-28 00:00:00.000
2034,4,4,254,1688,4,2014-02-19 00:00:00.000,2014-02-28 00:00:00.000,125.748,10.0598,3.1437,2014-02-28 00:00:00.000
2035,4,4,257,1580,5,2014-02-19 00:00:00.000,2014-02-28 00:00:00.000,150.7905,12.0632,3.7698,2014-02-28 00:00:00.000
2036,4,4,261,1496,4,2014-02-19 00:00:00.000,2014-02-28 00:00:00.000,484.407,38.7526,12.1102,2014-02-28 00:00:00.000
2037,4,4,251,1494,2,2014-02-19 00:00:00.000,2014-02-28 00:00:00.000,8847.3,707.784,221.1825,2014-02-28 00:00:00.000
2038,4,4,253,1650,5,2014-02-19 00:00:00.000,2014-02-28 00:00:00.000,171.0765,13.6861,4.2769,2014-02-28 00:00:00.000
